DEPTH,CALI,DT,DTS,GR,NPHI,PHIE,RHOB,RT,TEMP
3597.4019,9.011,70.6649,137.0648,16.539,0.0973,0.0331,2.598,3.573,97.2918
3597.5543,9.053,70.438,141.2964,15.444,0.1102,0.042,2.5841,3.547,97.296
3597.7067,9.041,70.4442,144.9944,17.586,0.1078,0.0439,2.581,3.447,97.3003
3597.8591,9.065,70.7883,150.1945,17.653,0.1154,0.0496,2.572,3.285,97.3045
3598.0115,9.065,71.5475,156.9125,20.412,0.1111,0.0452,2.579,3.066,97.3087
3598.1639,9.113,72.7017,163.6093,24.281,0.1429,0.0496,2.572,2.81,97.313
3598.3163,9.095,74.2108,170.0473,28.085,0.1509,0.0449,2.576,2.552,97.3172
3598.4687,9.107,76.079,173.5073,28.357,0.1631,0.0751,2.5282,2.321,97.3214
3598.6211,9.053,78.237,175.5378,30.93,0.1846,0.0692,2.535,2.141,97.3257
3598.7735,9.083,80.4208,175.2767,33.217,0.1798,0.0778,2.5191,2.014,97.3299
3598.9259,9.125,82.2395,173.204,34.444,0.1914,0.065,2.5379,1.924,97.3342
3599.0783,9.191,83.4182,170.2072,31.836,0.1853,0.066,2.539,1.855,97.3384
3599.2307,9.197,83.934,165.9123,32.178,0.1698,0.0658,2.539,1.825,97.3426
3599.3831,9.107,83.8928,161.7406,26.544,0.1688,0.0517,2.5669,1.873,97.3469
3599.5355,9.119,83.3355,159.5257,22.322,0.1502,0.068,2.5431,1.995,97.3511
3599.6879,9.059,82.2664,157.4559,22.37,0.1321,0.0617,2.553,2.134,97.3553
3599.8403,9.113,80.8444,157.3326,19.56,0.14,0.0573,2.56,2.246,97.3596
3599.9927,9.089,79.4315,158.3071,22.217,0.1369,0.0693,2.5411,2.342,97.3638
3600.1451,9.095,78.4128,159.9685,26.469,0.1442,0.0568,2.5589,2.403,97.368
3600.2975,9.101,77.9901,162.2257,28.239,0.1516,0.0708,2.5351,2.389,97.3723
3600.4499,9.077,78.1292,164.8481,27.017,0.1508,0.0704,2.537,2.314,97.3765
3600.6023,9.041,78.6643,166.5988,32.672,0.1581,0.0717,2.529,2.214,97.3807
3600.7547,9.077,79.3683,167.8993,33.701,0.1645,0.0825,2.5111,2.119,97.385
3600.9071,9.101,79.9591,165.248,35.572,0.1696,0.0623,2.5409,2.043,97.3892
3601.0595,9.143,80.1569,160.666,37.689,0.1667,0.0482,2.5609,1.981,97.3934
3601.2119,9.191,79.8347,154.5363,26.763,0.1839,0.0559,2.56,1.946,97.3977
3601.3643,9.131,79.0816,150.4171,24.91,0.1211,0.0539,2.565,2.013,97.4019
3601.5167,9.083,78.0785,147.478,19.707,0.1287,0.0515,2.569,2.139,97.4062
3601.6691,9.029,76.9475,145.9677,23.001,0.1241,0.0661,2.5461,2.271,97.4104
3601.8215,9.035,75.7725,145.4543,20.264,0.1238,0.051,2.5699,2.341,97.4146
3601.9739,9.053,74.7107,145.8813,21.032,0.1143,0.0553,2.563,2.362,97.4189
3602.1263,9.0056,73.9848,147.8436,23.0083,0.1244,0.0555,2.5628,2.4143,97.4231
3602.2787,9.071,73.7531,150.3474,23.91,0.1174,0.068,2.5431,2.452,97.4273
3602.4311,9.053,73.9802,154.0669,25.358,0.1208,0.0505,2.5699,2.474,97.4316
3602.5835,9.011,74.5143,156.9919,25.009,0.1248,0.0488,2.573,2.487,97.4358
3602.7359,9.029,75.2033,158.4373,24.86,0.135,0.0679,2.5431,2.469,97.44
3602.8883,9.059,75.9413,157.3629,25.999,0.1466,0.0571,2.5589,2.431,97.4443
3603.0407,9.065,76.6112,155.677,31.671,0.1407,0.0558,2.555,2.396,97.4485
3603.1931,9.059,77.0851,154.2036,33.424,0.1343,0.0534,2.557,2.368,97.4527
3603.3455,9.095,77.278,153.6594,30.191,0.1455,0.0568,2.555,2.342,97.457
3603.4979,9.101,77.1969,152.7059,27.883,0.132,0.064,2.546,2.321,97.4612
3603.6503,9.077,76.9168,150.9666,26.864,0.1478,0.0552,2.5609,2.301,97.4654
3603.8027,9.047,76.5188,150.3965,24.471,0.1259,0.0484,2.5739,2.28,97.4697
3603.9551,9.053,76.0688,151.0973,26.051,0.1459,0.0582,2.5571,2.276,97.4739
3604.1075,9.029,75.6669,151.5266,26.032,0.125,0.0722,2.5351,2.314,97.4781
3604.2599,9.083,75.442,152.4522,26.967,0.1398,0.0628,2.5489,2.384,97.4824
3604.4123,9.089,75.4811,152.7545,29.13,0.1354,0.0499,2.5669,2.451,97.4866
3604.5647,9.077,75.7622,153.527,27.64,0.132,0.0476,2.572,2.488,97.4909
3604.7171,9.071,76.1501,155.0152,32.037,0.1474,0.0402,2.579,2.498,97.4951
3604.8695,9.053,76.4811,155.4007,30.914,0.145,0.0619,2.5461,2.489,97.4993
3605.0219,9.077,76.685,154.8642,32.368,0.1338,0.0616,2.545,2.466,97.5036
3605.1743,9.065,76.781,152.1069,29.204,0.1394,0.0517,2.5639,2.436,97.5078
3605.3267,9.071,76.7459,150.4778,28.088,0.1271,0.053,2.563,2.422,97.512
3605.4791,9.095,76.4888,148.674,29.901,0.1344,0.041,2.5799,2.455,97.5163
3605.6315,9.077,75.9707,147.0239,27.865,0.1301,0.0436,2.578,2.547,97.5205
3605.7839,9.065,75.3027,145.3142,30.156,0.129,0.0421,2.578,2.679,97.5247
3605.9363,9.077,74.6708,144.0447,25.456,0.1342,0.0358,2.5929,2.836,97.529
3606.0887,9.065,74.1889,143.5095,26.243,0.1265,0.0529,2.5651,2.99,97.5332
3606.2411,9.119,73.8359,142.6663,22.857,0.1154,0.0465,2.577,3.073,97.5375
3606.3935,9.107,73.5148,141.5596,27.956,0.1098,0.0385,2.586,3.069,97.5417
3606.5459,9.137,73.1538,140.9108,26.973,0.1297,0.0347,2.593,3.053,97.5459
3606.6983,9.113,72.6737,140.5255,27.024,0.1202,0.0372,2.589,3.063,97.5501
3606.8507,9.137,71.9756,138.2529,25.268,0.1144,0.027,2.6069,3.091,97.5544
3607.0031,9.113,71.0756,138.0861,25.738,0.1008,0.0342,2.595,3.181,97.5586
3607.1555,9.149,70.2018,139.7658,27.719,0.09,0.0354,2.591,3.4,97.5629
3607.3079,9.131,69.67,141.0138,27.1,0.1002,0.0283,2.603,3.698,97.5671
3607.4603,9.149,69.6201,142.2492,20.41,0.0939,0.0331,2.598,3.839,97.5713
3607.6127,9.137,69.9322,142.5349,25.643,0.1122,0.0419,2.5831,3.636,97.5756
3607.7651,9.149,70.3892,143.889,21.03,0.1361,0.0572,2.5601,3.247,97.5798
3607.9175,9.137,70.9333,145.5193,22.667,0.1478,0.0376,2.5909,2.922,97.584
3608.0699,9.258,71.6945,147.552,28.126,0.1504,0.0459,2.5741,2.758,97.5883
3608.2223,9.258,72.7696,150.6088,26.382,0.1333,0.051,2.568,2.738,97.5925
3608.3747,9.276,74.0636,154.9943,27.113,0.1323,0.0448,2.577,2.795,97.5967
3608.5271,9.276,75.3495,158.549,23.773,0.1313,0.0521,2.568,2.822,97.601
3608.6795,9.221,76.4454,160.0606,25.6,0.1581,0.0534,2.565,2.725,97.6052
3608.8319,9.197,77.3233,162.5085,25.929,0.1437,0.0532,2.565,2.512,97.6094
3608.9843,9.348,78.0763,164.7755,30.506,0.1608,0.0602,2.5491,2.286,97.6137
3609.1367,9.33,78.8043,167.1582,33.78,0.1702,0.0573,2.55,2.126,97.6179
3609.2891,9.348,79.5203,167.4312,38.399,0.1457,0.0528,2.552,2.053,97.6221
3609.4415,9.372,80.1031,166.2295,32.871,0.154,0.0681,2.5341,2.061,97.6264
3609.5939,9.378,80.3629,163.891,32.76,0.1528,0.0701,2.531,2.129,97.6306
3609.7463,9.324,80.1998,162.2597,32.716,0.1331,0.0619,2.5439,2.215,97.6348
3609.8987,9.312,79.7037,161.7857,31.602,0.1244,0.0569,2.553,2.283,97.6391
3610.0511,9.336,79.1218,161.3496,30.547,0.1447,0.0481,2.5679,2.327,97.6433
3610.2035,9.33,78.6919,160.6557,31.091,0.1636,0.0483,2.567,2.354,97.6476
3610.3559,9.348,78.4168,158.6634,12.054,0.1526,0.0509,2.57,2.354,97.6518
3610.5083,9.408,78.0597,156.1158,,0.1462,0.0458,2.578,2.339,97.656
3610.6607,9.27,77.4316,151.0297,,0.1389,0.0401,2.587,2.356,97.6603
3610.8131,9.233,76.5636,147.4304,,0.1387,0.0394,2.588,2.469,97.6645
3610.9655,9.173,75.5875,141.7729,,0.1259,0.0261,2.6089,2.722,97.6687
3611.1179,9.173,74.5294,136.9154,,0.1375,0.0312,2.601,3.099,97.673
3611.2703,9.197,73.2513,132.8685,,0.1121,0.0204,2.6179,3.533,97.6772
3611.4227,9.191,71.6883,130.4464,,0.1015,0.028,2.606,3.971,97.6814
3611.5751,9.203,70.0724,129.5357,,0.0972,0.0229,2.614,4.356,97.6857
3611.7275,9.173,68.7806,129.0735,6.756,0.0936,0.0204,2.618,4.525,97.6899
3611.8799,9.173,67.9778,129.9417,16.791,0.0797,0.0286,2.6051,4.422,97.6942
3612.0323,9.155,67.5479,130.9771,16.258,0.0764,0.01,2.6389,4.237,97.6984
3612.1847,9.167,67.325,132.7712,19.093,0.0837,0.01,2.636,4.112,97.7026
3612.3371,9.203,67.3222,134.7105,15.613,0.0902,0.026,2.6091,4.018,97.7068
3612.4895,9.191,67.6893,137.0602,16.107,0.0823,0.0115,2.6319,3.862,97.7111
3612.6419,9.191,68.4324,140.4766,16.744,0.0955,0.0222,2.6151,3.62,97.7153
3612.7943,9.179,69.2863,142.993,17.55,0.0882,0.0311,2.6011,3.376,97.7196
3612.9467,9.173,69.9762,144.5937,19.018,0.1192,0.0286,2.605,3.223,97.7238
3613.0991,9.191,70.5133,144.1712,19.865,0.1087,0.0191,2.6199,3.165,97.728
3613.2515,9.197,71.1146,142.9573,21.9778,0.1103,0.0361,2.5933,3.1364,97.7323
3613.4039,9.197,71.8092,141.7968,19.39,0.1245,0.0255,2.6099,3.076,97.7365
3613.5563,9.173,72.354,141.4026,19.254,0.1169,0.0299,2.603,2.995,97.7407
3613.7087,9.185,72.4058,140.7571,18.585,0.1172,0.0419,2.5841,2.989,97.745
3613.8611,9.185,71.9527,139.3866,19.657,0.1039,0.0439,2.581,3.139,97.7492
3614.0135,9.173,71.3498,135.589,20.029,0.1129,0.0268,2.6079,3.402,97.7534
3614.1659,9.173,70.9299,134.0695,20.056,0.119,0.0261,2.609,3.622,97.7577
3614.3183,9.173,70.6749,133.2641,16.952,0.098,0.0312,2.601,3.701,97.7619
3614.4707,9.185,70.3338,133.429,13.913,0.093,0.0324,2.599,3.686,97.7661
3614.6231,9.203,69.8038,133.499,17.333,0.0987,0.0369,2.592,3.651,97.7704
3614.7755,9.173,69.2769,133.5319,8.634,0.0962,0.0407,2.586,3.654,97.7746
3614.9279,9.191,69.008,133.3296,10.604,0.1024,0.0147,2.6268,3.743,97.7788
3615.0803,9.221,69.009,132.6843,10.604,0.1076,0.0273,2.6071,3.913,97.7831
3615.2327,9.209,69.0559,131.6003,10.643,0.0917,0.0255,2.61,4.085,97.7873
3615.3851,9.203,68.9599,132.0069,10.164,0.0998,0.0235,2.613,4.171,97.7916
3615.5375,9.215,68.7299,133.4347,9.193,0.0941,0.0299,2.603,4.184,97.7958
3615.6899,9.203,68.527,136.2052,10.271,0.0932,0.0299,2.603,4.182,97.8
3615.8423,9.197,68.4951,136.521,10.019,0.0952,0.0229,2.614,4.148,97.8043
3615.9947,9.191,68.6511,136.4476,9.376,0.0929,0.0128,2.6299,4.025,97.8085
3616.1471,9.173,68.9121,135.7759,7.778,0.0927,0.01,2.637,3.817,97.8127
3616.2995,9.203,69.2131,135.6721,9.104,0.0994,0.0235,2.6131,3.612,97.817
3616.4519,9.173,69.5432,135.9041,8.489,0.097,0.0216,2.616,3.496,97.8212
3616.6043,9.173,69.8861,136.0291,6.909,0.0918,0.0305,2.6021,3.471,97.8254
3616.7567,9.191,70.1661,136.2305,,0.0913,0.0248,2.611,3.484,97.8297
3616.9091,9.239,70.2639,135.3568,,0.1092,0.0356,2.5941,3.518,97.8339
3617.0615,9.252,70.1038,134.9827,,0.1071,0.035,2.595,3.618,97.8381
3617.2139,9.252,69.7318,134.4646,,0.1059,0.0229,2.6139,3.83,97.8424
3617.3663,9.191,69.2838,133.8737,,0.1066,0.0381,2.5901,4.125,97.8466
3617.5187,9.173,68.9159,133.4908,,0.09,0.0261,2.6089,4.373,97.8509
3617.6711,9.185,68.7781,133.2583,,0.0881,0.0115,2.6319,4.416,97.8551
3617.8235,9.197,68.9352,135.2679,,0.087,0.0317,2.6001,4.213,97.8593
3617.9759,9.203,69.2982,136.7559,,0.0906,0.028,2.606,3.853,97.8636
3618.1283,9.246,69.6771,138.1196,,0.0986,0.0394,2.5881,3.503,97.8678
3618.2807,9.246,69.9351,139.1514,,0.092,0.0401,2.587,3.332,97.872
3618.4331,9.227,70.069,139.729,,0.1139,0.0306,2.6019,3.412,97.8763
3618.5855,9.203,70.155,139.7091,,0.114,0.0179,2.6219,3.679,97.8805
3618.7379,9.227,70.216,139.8457,,0.1177,0.0241,2.612,3.949,97.8847
3618.8903,9.221,70.193,139.399,,0.0934,0.0356,2.5941,4.06,97.889
3619.0427,9.233,70.101,141.0273,,0.0917,0.0325,2.599,4.008,97.8932
3619.1951,9.233,70.1021,143.0843,,0.1038,0.01,2.6408,3.851,97.8974
3619.3475,9.221,70.4003,146.8064,,0.098,0.0165,2.6241,3.631,97.9017
3619.4999,9.221,71.1165,149.0762,,0.1071,0.0254,2.6101,3.385,97.9059
3619.6523,9.203,72.2195,154.2613,,0.1088,0.0445,2.5801,3.146,97.9101
3619.8047,9.252,73.2463,157.9234,,0.1136,0.0325,2.5989,2.919,97.9144
3619.9571,9.264,73.8935,163.3976,,0.1324,0.0445,2.5801,2.697,97.9186
3620.1095,9.282,75.1637,166.0073,,0.1261,0.03,2.6029,2.491,97.9228
3620.2619,9.27,76.7636,166.4261,,0.1449,0.0476,2.5751,2.333,97.9271
3620.4143,9.3,78.1464,164.9003,,0.1417,0.0464,2.577,2.248,97.9313
3620.5667,9.27,79.0481,162.1567,9.538,0.1487,0.0382,2.5899,2.255,97.9355
3620.7191,9.288,79.3419,158.5428,6.914,0.1685,0.0603,2.5551,2.38,97.9398
3620.8715,9.3,79.0587,154.9713,6.112,0.1457,0.0478,2.5749,2.627,97.944
3621.0239,9.276,78.3355,148.9906,4.848,0.1319,0.049,2.573,2.932,97.9483
3621.1763,9.27,77.2764,146.6547,5.147,0.1258,0.0502,2.571,3.195,97.9525
3621.3287,9.252,75.9193,144.5839,5.032,0.1024,0.0293,2.6039,3.386,97.9567
3621.4811,9.221,74.4054,144.3957,4.539,0.106,0.0369,2.592,3.492,97.961
3621.6335,9.203,73.0506,145.5335,4.513,0.1052,0.0407,2.586,3.454,97.9652
3621.7859,9.209,72.1829,147.8884,3.872,0.102,0.0337,2.597,3.284,97.9694
3621.9383,9.306,71.9391,151.7982,3.761,0.1017,0.0299,2.603,3.071,97.9737
3622.0907,9.348,72.1952,153.6753,5.558,0.1196,0.0451,2.5791,2.894,97.9779
3622.2431,9.348,72.7133,157.3791,5.095,0.1221,0.0312,2.6009,2.802,97.9821
3622.3955,9.348,73.3734,160.724,5.461,0.1256,0.0388,2.589,2.782,97.9864
3622.5479,9.36,74.2195,164.0199,4.375,0.1284,0.0337,2.597,2.732,97.9906
3622.7003,9.336,75.2745,165.4303,6.999,0.1268,0.0419,2.5841,2.572,97.9948
3622.8527,9.336,76.4525,167.4479,7.015,0.1467,0.0407,2.586,2.354,97.9991
3623.0051,9.36,77.6034,167.261,34.207,0.1636,0.0367,2.581,2.175,98.0033
3623.1575,9.348,78.5833,167.2912,36.085,0.1516,0.0593,2.5431,2.081,98.0076
3623.3099,9.396,79.2892,165.9663,38.101,0.16,0.0319,2.5838,2.086,98.0118
3623.4623,9.414,79.661,164.7746,38.217,0.1597,0.0374,2.575,2.198,98.016
3623.6147,9.372,79.6979,162.467,32.986,0.1673,0.042,2.574,2.386,98.0203
3623.7671,9.348,79.4618,160.86,31.568,0.1295,0.0133,2.6208,2.543,98.0245
3623.9195,9.348,79.0508,159.2574,26.678,0.1382,0.0182,2.619,2.57,98.0287
3624.0719,9.36,78.5267,158.2393,27.323,0.1316,0.0386,2.5861,2.503,98.033
3624.2243,9.36,77.8977,157.0337,28.808,0.1526,0.0439,2.576,2.454,98.0372
3624.3767,9.3898,77.1901,156.6081,28.0019,0.1475,0.0414,2.581,2.48,98.0414
3624.5291,9.372,76.5488,155.233,28.756,0.1333,0.0383,2.585,2.562,98.0457
3624.6815,9.348,76.0879,153.6246,28.262,0.1394,0.0462,2.573,2.662,98.0499
3624.8339,9.372,75.8469,151.431,29.31,0.1249,0.0398,2.582,2.76,98.0541
3624.9863,9.348,75.7179,149.8235,28.479,0.1175,0.0423,2.579,2.856,98.0584
3625.1387,9.354,75.5338,148.9667,29.645,0.1238,0.0331,2.5919,2.94,98.0626
3625.2911,9.372,75.1938,148.5499,29.908,0.1311,0.0247,2.6049,3.006,98.0668
3625.4435,9.378,74.7058,148.4192,29.519,0.1215,0.0401,2.5811,3.06,98.0711
3625.5959,9.384,74.1728,148.7935,28.066,0.1212,0.0191,2.6159,3.094,98.0753
3625.7483,9.384,73.7439,149.6387,27.668,0.115,0.0295,2.6001,3.077,98.0796
3625.9007,9.39,73.537,150.6958,31.47,0.1201,0.0279,2.598,2.993,98.0838
3626.0531,9.39,73.5681,151.9118,33.429,0.1394,0.0264,2.598,2.874,98.088
3626.2055,9.396,73.7511,153.1947,36.564,0.1201,0.0227,2.6,2.786,98.0922
3626.3579,9.414,73.9711,154.3866,35.655,0.1447,0.0265,2.595,2.764,98.0965
3626.5103,9.294,74.2041,155.3504,36.34,0.1398,0.033,2.584,2.774,98.1007
3626.6627,9.288,74.5232,156.0475,32.359,0.1339,0.0304,2.593,2.754,98.105
3626.8151,9.27,74.9952,156.9309,31.817,0.1149,0.032,2.591,2.68,98.1092
3626.9675,9.264,75.5692,156.7,29.38,0.125,0.0504,2.5651,2.586,98.1134
3627.1199,9.276,76.0791,156.7827,33.731,0.1297,0.0464,2.566,2.523,98.1177
3627.2723,9.258,76.3761,156.2119,33.128,0.1283,0.0368,2.5819,2.51,98.1219
3627.4247,9.27,76.476,156.1169,32.439,0.1357,0.0296,2.594,2.514,98.1261
3627.5771,9.246,76.5441,155.8691,33.088,0.1372,0.0449,2.5691,2.493,98.1304
3627.7295,9.258,76.7031,156.0885,29.018,0.1372,0.0475,2.57,2.466,98.1346
3627.8819,9.185,76.903,156.9319,33.587,0.1335,0.0288,2.5939,2.498,98.1388
3628.0343,9.197,76.9809,158.3295,34.866,0.1269,0.0233,2.601,2.616,98.1431
3628.1867,9.191,76.8399,159.2356,31.105,0.1599,0.0294,2.596,2.756,98.1473
3628.3391,9.155,76.5529,158.6414,26.938,0.1323,0.0263,2.606,2.805,98.1515
3628.4915,9.125,76.2819,157.6707,28.829,0.1177,0.0343,2.5911,2.733,98.1558
3628.6439,9.149,76.0929,157.181,26.86,0.1255,0.0384,2.587,2.627,98.16
3628.7963,9.131,75.9169,157.1523,29.626,0.1238,0.0191,2.6139,2.589,98.1643
3628.9487,9.107,75.6809,157.6155,29.088,0.1453,0.0252,2.605,2.633,98.1685
3629.1011,9.125,75.439,158.3594,28.628,0.1344,0.042,2.5791,2.68,98.1727
3629.2535,9.125,75.3711,159.0287,29.464,0.1273,0.0414,2.579,2.633,98.177
3629.4059,9.101,75.6363,160.1134,31.027,0.1504,0.0408,2.578,2.497,98.1812
3629.5583,9.137,76.2113,160.6829,34.668,0.1481,0.038,2.578,2.368,98.1854
3629.7107,9.083,76.8992,160.5305,31.821,0.1399,0.0332,2.589,2.313,98.1897
3629.8631,9.071,77.4772,159.7127,35.247,0.1596,0.0533,2.5531,2.325,98.1939
3630.0155,9.059,77.832,159.2816,33.799,0.1646,0.0286,2.5938,2.38,98.1981
3630.1679,9.059,77.959,158.6688,33.872,0.162,0.0398,2.5761,2.469,98.2024
3630.3203,9.071,77.8899,156.6958,28.158,0.1346,0.0374,2.587,2.581,98.2066
3630.4727,9.053,77.6178,154.7896,27.219,0.1377,0.0406,2.583,2.683,98.2108
3630.6251,9.035,77.1477,154.0963,26.3164,0.1301,0.0572,2.5581,2.728,98.2151
3630.7775,9.035,76.5678,154.6329,27.376,0.1391,0.0444,2.5769,2.7,98.2193
3630.9299,9.053,76.0449,156.1852,26.643,0.138,0.0462,2.575,2.619,98.2235
3631.0823,9.059,75.723,156.5319,27.138,0.1307,0.035,2.5919,2.525,98.2278
3631.2347,9.053,75.6581,157.9731,31.657,0.125,0.0295,2.595,2.451,98.232
3631.3871,9.029,75.8592,159.6965,32.39,0.1433,0.0606,2.5452,2.41,98.2363
3631.5395,9.041,76.3483,162.1948,31.883,0.1471,0.037,2.5828,2.391,98.2405
3631.6919,9.035,77.1214,165.238,34.479,0.1474,0.0481,2.5621,2.373,98.2447
3631.8443,9.029,78.0874,168.5503,33.979,0.1633,0.0524,2.556,2.339,98.2489
3631.9967,9.041,79.1114,169.04,36.317,0.1596,0.0404,2.5719,2.292,98.2532
3632.1491,9.089,80.0493,167.3654,37.08,0.1649,0.0423,2.568,2.254,98.2574
3632.3015,8.963,80.701,163.072,41.059,0.1663,0.0511,2.5491,2.259,98.2617
3632.4539,8.927,80.7927,159.7116,40.041,0.1558,0.0355,2.5749,2.332,98.2659
3632.6063,8.939,80.1825,157.4895,40.177,0.1641,0.0303,2.583,2.486,98.2701
3632.7587,8.921,79.0805,156.6877,27.498,0.1626,0.0436,2.578,2.704,98.2744
3632.9111,8.885,77.9556,156.2678,25.087,0.1314,0.0405,2.586,2.888,98.2786
3633.0635,8.867,77.1428,157.5535,25.992,0.1219,0.0429,2.581,2.877,98.2828
3633.2159,8.867,76.5858,158.3387,34.712,0.1533,0.039,2.576,2.666,98.2871
3633.3683,8.867,76.0648,159.4434,38.286,0.1547,0.0267,2.5909,2.451,98.2913
3633.5207,8.837,75.5959,158.4577,32.87,0.1639,0.0519,2.5581,2.373,98.2955
3633.6731,8.831,75.4782,157.8943,35.306,0.1416,0.0405,2.5729,2.438,98.2998
3633.8255,8.861,75.8923,156.701,31.957,0.1418,0.0317,2.5909,2.574,98.304
3633.9779,8.843,76.6143,156.7333,32.067,0.1426,0.0417,2.5751,2.678,98.3083
3634.1303,8.885,77.2221,157.2373,30.604,0.1352,0.0398,2.58,2.702,98.3125
3634.2827,9.059,77.475,157.8018,30.573,0.154,0.0328,2.591,2.68,98.3167
3634.4351,9.137,77.4159,157.3953,30.607,0.1447,0.0366,2.585,2.646,98.321
3634.5875,9.125,77.1708,156.2226,31.262,0.1428,0.0278,2.5979,2.609,98.3252
3634.7399,9.173,76.7097,153.9118,31.101,0.1464,0.0171,2.6149,2.597,98.3294
3634.8923,9.221,75.9426,153.6258,27.967,0.1496,0.0425,2.5791,2.657,98.3337
3635.0447,8.987,74.9977,151.6631,23.289,0.1338,0.0192,2.6198,2.811,98.3379
3635.1971,8.975,74.2068,150.1142,23.596,0.1317,0.0356,2.5941,3,98.3421
3635.3495,8.945,73.7499,145.5308,24.516,0.1221,0.0559,2.5621,3.094,98.3464
3635.5019,8.927,73.4378,141.9097,28.63,0.1087,0.0306,2.5969,3.056,98.3506
3635.6543,8.951,72.8805,138.0106,33.677,0.1305,0.0258,2.598,3.039,98.3548
3635.8067,8.975,71.8424,137.3526,32.337,0.1313,0.0256,2.6,3.216,98.3591
3635.9591,8.981,70.5115,136.6773,25.236,0.1154,0.0162,2.6239,3.655,98.3633
3636.1115,8.963,69.3577,138.8179,24.606,0.0903,0.0368,2.5921,4.246,98.3675
3636.2639,8.939,68.734,142.0374,18.703,0.0801,0.0179,2.6219,4.675,98.3718
3636.4163,8.921,68.6742,147.5945,19.307,0.078,0.0298,2.6031,4.674,98.376
3636.5687,8.915,69.1415,154.9455,23.739,0.0893,0.0191,2.6199,4.182,98.3802
3636.7211,8.909,70.2408,162.3027,21.8,0.1266,0.0324,2.5991,3.373,98.3845
3636.8735,8.885,72.1132,168.4065,19.341,0.1594,0.0597,2.5562,2.648,98.3887
3637.0259,8.746,74.7323,170.891,42.617,0.1503,0.0546,2.5411,2.207,98.393
3637.1783,8.771,77.7432,170.8354,43.058,0.201,0.0454,2.5549,1.994,98.3972
3637.3307,8.777,80.4808,168.1624,34.044,0.2078,0.0433,2.5699,1.916,98.4014
3637.4831,8.771,82.2823,163.8049,32.202,0.2205,0.0523,2.558,1.946,98.4056
3637.6355,8.795,82.8648,158.5869,29.179,0.197,0.0181,2.6158,2.1,98.4099
3637.7879,8.819,82.4316,156.7577,27.621,0.1616,0.0351,2.5911,2.385,98.4141
3637.9403,8.837,81.4846,157.8412,31.722,0.1533,0.0457,2.5691,2.738,98.4184
3638.0927,8.825,80.5567,161.5439,35.562,0.1624,0.0375,2.577,2.905,98.4226
3638.2451,8.867,79.9469,166.3132,38.022,0.1356,0.0278,2.589,2.683,98.4268
3638.3975,8.915,79.7191,171.5893,39.55,0.16,0.0449,2.5601,2.316,98.4311
3638.5499,8.915,79.9063,172.0893,38.161,6.9166,0.0525,2.55,2.042,98.4353
3638.7023,8.939,80.4873,170.883,40.107,0.1927,0.0623,2.5321,1.886,98.4395
3638.8547,8.933,81.2202,167.6143,38.612,0.2109,0.0604,2.537,1.84,98.4438
3639.0071,8.963,81.706,164.7012,33.513,0.1463,0.0481,2.5629,1.918,98.448
3639.1595,8.981,81.6577,161.6139,36.095,0.1754,0.037,2.5769,2.116,98.4522
3639.3119,8.951,81.0636,159.8174,32.056,0.1739,0.0353,2.585,2.366,98.4565
3639.4643,8.963,80.1826,158.8125,34.232,0.155,0.0391,2.576,2.571,98.4607
3639.6167,8.963,79.3507,157.9969,37.62,0.1435,0.037,2.575,2.663,98.465
3639.7691,8.975,78.6287,156.0745,44.03,0.1517,0.0151,2.6009,2.65,98.4692
3639.9215,8.975,77.8847,153.5188,39.189,0.1388,0.0134,2.61,2.614,98.4734
3640.0739,8.969,77.281,153.123,37.191,0.1452,0.0119,2.615,2.661,98.4777
3640.2263,8.987,77.2604,154.8689,32.312,0.1477,0.01,2.6359,2.837,98.4819
3640.3787,8.975,78.0486,159.6632,36.146,0.1556,0.0285,2.5902,3.042,98.4861
3640.5311,8.987,79.3646,165.0297,46.23,0.1203,0.0347,2.5671,2.959,98.4904
3640.6835,8.957,80.6474,171.1467,45.565,0.1862,0.055,2.5361,2.508,98.4946
3640.8359,8.951,81.5984,175.6276,44.538,0.2129,0.0565,2.535,2.081,98.4988
3640.9883,9.047,82.5577,179.9386,44.952,0.1851,0.0505,2.544,1.867,98.5031
3641.1407,9.041,84.0548,182.5932,44.496,0.1874,0.0648,2.5221,1.788,98.5073
3641.2931,8.999,85.9637,184.6333,39.664,0.1894,0.0613,2.534,1.722,98.5115
3641.4455,8.969,87.5263,183.5286,43.181,0.2108,0.057,2.536,1.636,98.5158
3641.5979,8.969,88.1379,181.1322,41.894,0.2053,0.0619,2.53,1.571,98.52
3641.7503,8.9389,87.8928,178.1938,38.3437,0.1965,0.0654,2.5291,1.5581,98.5242
3641.9027,8.885,87.4139,176.1209,34.817,0.1953,0.0419,2.5708,1.601,98.5285
3642.0551,8.915,87.168,174.3607,35.563,0.1943,0.0652,2.5331,1.682,98.5327
3642.2075,8.921,87.0569,173.9475,37.629,0.1787,0.0559,2.545,1.767,98.5369
3642.3599,8.915,86.7468,173.0713,42.171,0.2006,0.0571,2.537,1.824,98.5412
3642.5123,8.927,86.2188,173.5509,36.148,0.1954,0.0698,2.525,1.843,98.5454
3642.6647,8.945,85.7339,173.3564,41.725,0.2021,0.0588,2.535,1.838,98.5497
3642.8171,8.927,85.503,173.955,36.487,0.1894,0.0651,2.532,1.83,98.5539
