DEPTH,CALI,DT,DTS,GR,NPHI,PHIE,RHOB,RT,TEMP
3778.4531,9.51,86.5179,161.5078,69.154,0.2133,0.01,2.6888,1.841,102.3232
3778.6055,9.54,84.0171,161.0695,58.245,0.245,0.01,2.692,1.952,102.3274
3778.7579,9.534,81.9654,162.1809,69.588,0.2131,0.01,2.5456,2.055,102.3317
3778.9103,9.54,80.5697,164.228,74.352,0.2027,0.01,2.5679,2.083,102.3359
3779.0627,9.492,79.824,166.6577,77.746,0.2285,0.0326,2.4993,2.026,102.3402
3779.2151,9.576,79.7423,168.3674,73.636,0.2376,0.0189,2.5169,1.936,102.3444
3779.3675,9.678,80.4296,169.3584,79.708,0.2235,0.0118,2.526,1.86,102.3486
3779.5199,9.751,81.8979,170.2092,83.182,0.2417,0.0368,2.4891,1.813,102.3529
3779.6723,9.751,83.8268,170.6971,78.023,0.3064,0.01,2.5278,1.791,102.3571
3779.8247,9.823,85.6616,170.944,79.166,0.2889,0.01,2.54,1.779,102.3613
3779.9771,9.811,86.9673,170.9888,79.371,0.2528,0.01,2.529,1.766,102.3656
3780.1295,9.775,87.6501,170.6308,79.897,0.2855,0.01,2.519,1.757,102.3698
3780.2819,9.763,87.862,170.0788,79.516,0.2669,0.01,2.53,1.767,102.374
3780.4343,9.751,87.7829,169.535,77.245,0.2709,0.0103,2.523,1.791,102.3783
3780.5867,9.739,87.5188,169.5339,76.748,0.2621,0.0179,2.512,1.812,102.3825
3780.7391,9.781,87.1629,169.349,77.291,0.2609,0.0261,2.4981,1.819,102.3867
3780.8915,9.877,86.879,169.3928,74.478,0.2636,0.0279,2.501,1.818,102.391
3781.0439,9.865,86.8111,168.949,82.234,0.2494,0.0269,2.499,1.823,102.3952
3781.1963,9.877,86.9371,168.9982,77.832,0.2606,0.0307,2.49,1.83,102.3994
3781.3487,9.871,87.089,169.5534,81.767,0.248,0.0371,2.488,1.832,102.4037
3781.5011,9.8589,87.1109,170.4565,81.047,0.2527,0.0496,2.4715,1.829,102.4079
3781.6535,9.847,86.9869,171.6925,27.321,0.2879,0.072,2.5278,1.828,102.4122
3781.8059,9.865,86.8119,172.7951,83.16,0.2783,0.01,2.526,1.825,102.4164
3781.9583,9.853,86.694,173.0097,-999,0.2275,0.021,2.516,1.812,102.4206
3782.1107,9.883,86.652,172.3521,-999,0.2689,0.0217,2.4981,1.785,102.4249
3782.2631,9.877,86.635,172.4922,82.25,0.2525,0.0183,2.509,1.748,102.4291
3782.4155,9.889,86.6531,172.9194,79.66,0.2669,0.0403,2.4771,1.705,102.4333
3782.5679,9.901,86.8162,173.9613,84.344,0.2833,0.01,2.5009,1.665,102.4376
3782.7203,9.925,87.2012,174.6541,81.154,0.2823,0.0176,2.503,1.639,102.4418
3782.8727,9.913,87.7252,174.9979,89.732,0.3057,0.01,2.496,1.639,102.446
3783.0251,9.925,88.2061,174.8236,84.004,0.2673,0.01,2.5289,1.667,102.4503
3783.1775,9.907,88.505,173.7985,89.173,0.2636,0.0299,2.4911,1.714,102.4545
3783.3299,9.889,88.61,172.7146,84.25,0.2858,0.0527,2.4551,1.76,102.4587
3783.4823,9.913,88.5629,171.7389,80.213,0.2653,0.0381,2.4809,1.797,102.463
3783.6347,9.859,88.3318,171.4093,80.709,0.2117,0.0247,2.5189,1.836,102.4672
3783.7871,9.907,87.8617,172.2116,80.103,0.2221,0.0371,2.5001,1.886,102.4714
3783.9395,9.883,87.2237,173.5608,78.211,0.2155,0.01,2.5598,1.934,102.4757
3784.0919,9.889,86.6108,175.5942,78.459,0.2331,0.01,2.558,1.951,102.4799
3784.2443,9.871,86.2009,176.1999,75.262,0.2709,0.015,2.5182,1.922,102.4842
3784.3967,9.871,86.0661,176.0138,75.911,0.2417,0.0254,2.506,1.866,102.4884
3784.5491,9.895,86.1962,175.5938,78.387,0.2654,0.0485,2.4691,1.811,102.4926
3784.7015,9.883,86.5482,175.1509,86.091,0.2725,0.0251,2.4939,1.754,102.4969
3784.8539,9.901,87.0783,174.8145,82.716,0.2663,0.0104,2.5139,1.681,102.5011
3785.0063,9.859,87.7133,173.7122,83.457,0.2706,0.0393,2.4781,1.609,102.5053
3785.1587,9.877,88.3111,171.7484,78.105,0.2549,0.0171,2.5109,1.565,102.5096
3785.3111,9.871,88.6529,167.9127,82.714,0.2711,0.01,2.523,1.556,102.5138
3785.4635,9.865,88.4035,164.7415,84.192,0.2975,0.01,2.5061,1.571,102.518
3785.6159,9.859,87.2482,161.1964,85.019,0.2354,0.01,2.6235,1.616,102.5223
3785.7683,9.859,85.3222,159.69,84.034,0.2896,0.01,2.634,1.722,102.5265
3785.9207,9.865,83.4075,159.6368,71.825,0.2682,0.01,2.6559,1.912,102.5307
3786.0731,9.805,82.372,161.6815,67.722,0.2484,0.01,2.6351,2.132,102.535
3786.2255,9.817,82.3462,165.3569,61.3,0.2255,0.0954,2.4308,2.214,102.5392
3786.3779,9.829,82.668,167.527,67.627,0.215,0.0971,2.433,2.114,102.5434
3786.5303,10.364,82.716,169.9818,61.293,0.2197,0.0661,2.4679,1.979,102.5477
3786.6827,9.769,82.6793,169.6079,79.265,0.2709,0.0141,2.5098,1.883,102.5519
3786.8351,9.775,83.2526,169.4375,83.129,0.4116,0.01,2.517,1.817,102.5562
3786.9875,9.775,84.5555,168.2603,82.734,0.2733,0.0224,2.4981,1.78,102.5604
3787.1399,9.781,85.7641,168.8942,80.53,0.2672,0.01,2.5299,1.774,102.5646
3787.2923,9.763,85.9526,169.3243,86.458,0.2858,0.01,2.529,1.783,102.5689
3787.4447,9.775,85.0695,170.0891,89.407,0.2765,0.01,2.5161,1.798,102.5731
3787.5971,9.696,83.9488,170.2391,85.649,0.2621,0.0173,2.509,1.822,102.5773
3787.7495,9.733,83.4311,170.5712,82.542,0.2826,0.01,2.521,1.853,102.5816
3787.9019,9.702,83.6413,171.0524,85.175,0.3,0.01,2.5399,1.878,102.5858
3788.0543,9.733,84.2073,172.0822,89.213,0.2775,0.01,2.534,1.889,102.59
3788.2067,9.726,84.8884,172.6521,89.563,0.2526,0.01,2.5539,1.895,102.5943
3788.3591,9.733,85.6784,172.8985,86.734,0.3371,0.01,2.5191,1.901,102.5985
3788.5115,9.733,86.5083,171.7537,89.184,0.3151,0.01,2.4961,1.894,102.6027
3788.6639,9.702,87.1381,170.9829,84.872,0.2892,0.022,2.4831,1.861,102.607
3788.8163,9.63,87.3399,170.7817,87.362,0.3206,0.01,2.4651,1.806,102.6112
3788.9687,9.618,87.1308,170.1282,89.564,0.3281,0.01,2.4521,1.75,102.6154
3789.1211,9.636,86.7658,170.5273,84.931,0.2864,0.0501,2.461,1.714,102.6197
3789.2735,9.642,86.4238,168.7734,83.383,0.3454,0.01,2.4959,1.71,102.6239
3789.4259,9.642,86.0477,169.7597,89.467,0.3001,0.01,2.4721,1.729,102.6282
3789.5783,9.648,85.4706,169.0016,88.081,0.2617,0.0118,2.5168,1.752,102.6324
3789.7307,9.624,84.5254,167.9087,88.776,0.2764,0.0218,2.4991,1.768,102.6366
3789.8831,9.624,83.1062,164.7317,89.161,0.3742,-999,-999,1.786,102.6409
3790.0355,9.63,81.204,161.5257,93.611,0.2679,-999,-999,1.831,102.6451
3790.1879,9.618,78.8769,158.2261,87.636,0.2857,-999,-999,1.926,102.6493
3790.3403,9.63,76.3049,156.0966,83.528,0.2923,0.01,2.5827,2.073,102.6536
3790.4927,9.624,73.8722,155.007,70.129,0.2394,0.01,2.6657,2.224,102.6578
3790.6451,9.642,72.0726,157.5586,64.088,0.249,0.01,2.7596,2.281,102.662
3790.7975,9.636,71.3012,161.5044,49.337,0.2095,0.01,2.7749,2.169,102.6663
3790.9499,9.552,71.7537,164.8788,48.325,0.2275,0.01,2.6206,1.93,102.6705
3791.1023,9.534,73.337,166.9215,59.629,0.209,0.01,2.5792,1.69,102.6747
3791.2547,9.546,75.6431,168.0319,81.628,0.2868,0.0373,2.4774,1.542,102.679
3791.4071,9.54,78.1781,167.7744,81.586,0.2638,0.0519,2.469,1.51,102.6832
3791.5595,9.522,80.5799,166.1957,81.845,0.2889,0.0403,2.473,1.569,102.6874
3791.7119,9.552,82.6036,165.5189,82.828,0.3045,0.01,2.5377,1.681,102.6917
3791.8643,9.522,84.0183,165.2774,76.237,0.3516,0.01,2.6127,1.795,102.6959
3792.0167,9.534,84.6439,166.2613,71.299,0.332,0.01,2.5951,1.846,102.7001
3792.1691,9.528,84.5268,166.9251,66.767,0.2889,0.0235,2.5183,1.812,102.7044
3792.3215,9.486,84.0589,167.2213,76.355,0.32,0.01,2.5539,1.744,102.7086
3792.4739,9.51,83.8061,168.0007,81.651,0.2964,0.01,2.5191,1.688,102.7129
3792.6263,9.5403,84.0682,167.1315,90.6173,0.2658,0.021,2.5059,1.6549,102.7171
3792.7787,9.57,84.6102,165.9845,88.468,0.3144,0.01,2.4841,1.645,102.7213
3792.9311,9.558,85,164.7798,87.769,0.3189,0.01,2.483,1.657,102.7256
3793.0835,9.492,84.9979,164.2207,84.859,0.2903,0.0363,2.478,1.682,102.7298
3793.2359,9.516,84.7119,163.5415,82.011,0.3101,0.01,2.475,1.705,102.734
3793.3883,9.516,84.3659,162.2429,83.283,0.3291,0.01,2.487,1.719,102.7383
3793.5407,9.522,84.0468,159.5634,80.316,0.3142,0.01,2.5059,1.729,102.7425
3793.6931,9.51,83.7048,157.9935,78.552,0.2819,0.0219,2.499,1.736,102.7467
3793.8455,9.516,83.3469,156.6348,80.554,0.2495,0.0417,2.488,1.743,102.751
3793.9979,9.522,83.152,156.07,77.561,0.2521,0.0277,2.5039,1.747,102.7552
3794.1503,9.522,83.2561,156.0751,79.742,0.267,0.01,2.6295,1.74,102.7594
3794.3027,9.516,83.5351,156.2272,79.933,0.2703,0.01,2.7894,1.711,102.7637
3794.4551,9.51,83.7039,156.6547,70.847,0.2702,0.01,2.6824,1.661,102.7679
3794.6075,9.48,83.5889,155.9207,71.809,0.304,0.01,2.5495,1.611,102.7721
3794.7599,9.492,83.2658,155.1337,77.331,0.3521,0.01,2.5082,1.588,102.7764
3794.9123,9.486,82.9409,154.2691,74.336,0.3205,0.01,2.5578,1.599,102.7806
3795.0647,9.474,82.7029,154.5157,79.118,0.2822,0.01,2.5381,1.63,102.7849
3795.2171,9.498,82.4538,153.853,74.366,0.2875,0.01,2.5231,1.658,102.7891
3795.3695,9.486,82.1059,153.8826,72.647,0.3147,0.0406,2.4762,1.664,102.7933
3795.5219,9.51,81.7629,152.7617,80.158,0.2803,0.0456,2.473,1.648,102.7976
3795.6743,9.516,81.6581,152.1196,76.024,0.2821,0.0303,2.4909,1.627,102.8018
3795.8267,9.462,81.9362,151.0867,74.674,0.2491,0.0385,2.494,1.617,102.806
3795.9791,9.372,82.5153,150.4196,61.954,0.2255,0.0784,2.4552,1.605,102.8103
3796.1315,9.33,83.1352,149.3487,59.71,0.2312,0.0462,2.4948,1.56,102.8145
3796.2839,9.221,83.5541,148.6067,48.431,0.2268,0.1051,2.4273,1.496,102.8187
3796.4363,9.131,83.707,147.9409,46.601,0.2141,0.0806,2.4698,1.46,102.823
3796.5887,9.137,83.703,147.8068,44.408,0.2035,0.1468,2.3814,1.469,102.8272
3796.7411,9.083,83.661,147.3647,42.76,0.2009,0.1257,2.4079,1.487,102.8314
3796.8935,9.095,83.5739,146.7318,38.891,0.2359,0.1332,2.404,1.476,102.8357
3797.0459,9.011,83.3749,146.1315,37.369,0.2678,0.093,2.4707,1.455,102.8399
3797.1983,8.891,83.0739,144.7917,35.926,0.2489,0.067,2.5148,1.46,102.8441
3797.3507,8.861,82.803,144.0457,36.256,0.2541,0.122,2.4273,1.496,102.8484
3797.5031,8.771,82.71,143.3429,38.238,0.1982,0.1098,2.4419,1.545,102.8526
3797.6555,8.74,82.8211,143.0352,34.175,0.2083,0.1422,2.4002,1.58,102.8568
3797.8079,8.752,83.0301,143.4711,36.306,0.2031,0.1505,2.3821,1.571,102.8611
3797.9603,8.722,83.185,143.7237,34.067,0.2112,0.1184,2.4378,1.521,102.8653
3798.1127,8.722,83.1699,143.0334,33.078,0.2041,0.1354,2.4131,1.467,102.8696
3798.2651,8.758,82.9138,141.6388,38.434,0.2252,0.166,2.3522,1.445,102.8738
3798.4175,8.722,82.4017,138.7011,37.007,0.2161,0.1619,2.362,1.461,102.878
3798.5699,8.771,81.6496,136.4576,33.248,0.2262,0.1111,2.4506,1.489,102.8823
3798.7223,8.837,80.6695,132.9696,34.306,0.2159,0.01,2.6373,1.515,102.8865
3798.8747,8.831,79.4534,129.3377,35.432,0.2236,0.0489,2.5434,1.565,102.8907
3799.0271,8.969,78.0354,126.1078,30.365,0.1944,0.01,2.6446,1.676,102.895
3799.1795,8.945,76.5965,125.603,28.872,0.1824,0.01,2.7028,1.835,102.8992
3799.3319,8.951,75.3996,128.0799,26.481,0.2082,0.0108,2.6243,1.979,102.9034
3799.4843,8.945,74.5447,127.8196,28.452,0.1775,0.0618,2.5393,2.043,102.9077
3799.6367,8.891,73.9068,126.8677,28.069,0.184,0.0948,2.4882,2.032,102.9119
3799.7891,9.185,73.3308,126.2032,25.962,0.2,0.0867,2.5059,2.021,102.9161
3799.9415,9.372,72.8349,126.5913,24.965,0.1339,0.0844,2.512,2.043,102.9204
3800.0939,9.534,72.5981,127.2912,25.402,0.1588,0.1007,2.4851,2.062,102.9246
3800.2463,9.552,72.7362,127.708,25.304,0.1582,0.1148,2.4631,2.037,102.9288
3800.3987,9.492,73.1452,127.7638,27.398,0.148,0.1115,2.463,1.99,102.9331
3800.5511,9.336,73.6202,127.2836,25.383,0.1728,0.107,2.475,1.956,102.9373
3800.7035,9.372,74.0261,126.2461,27.389,0.1602,0.1044,2.474,1.94,102.9416
3800.8559,9.486,74.3311,126.4504,29.861,0.1659,0.1239,2.4371,1.92,102.9458
3801.0083,9.516,74.6092,127.4086,29.726,0.2026,0.0655,2.5296,1.893,102.95
3801.1607,9.486,74.9943,128.8936,25.114,0.1955,0.0249,2.6047,1.867,102.9543
3801.3131,9.516,75.5974,130.443,29.215,0.2658,0.01,2.6199,1.824,102.9585
3801.4655,9.558,76.4144,133.0703,29.831,0.2561,0.0741,2.5164,1.739,102.9627
3801.6179,9.552,77.3104,136.3993,32.705,0.2561,0.1171,2.4423,1.628,102.967
3801.7703,9.54,78.1383,139.656,35.239,0.2435,0.136,2.4071,1.534,102.9712
3801.9227,9.48,78.9184,142.2466,38.52,0.227,0.1306,2.409,1.478,102.9754
3802.0751,9.492,79.7984,143.8013,36.348,0.2175,0.131,2.41,1.451,102.9797
3802.2275,9.486,80.8064,144.4608,38.499,0.1942,0.134,2.405,1.439,102.9839
3802.3799,9.48,81.7483,143.9258,41.385,0.2079,0.1304,2.405,1.442,102.9881
3802.5323,9.486,82.3261,143.3819,36.362,0.1914,0.1428,2.395,1.465,102.9924
3802.6847,9.564,82.477,143.1041,40.109,0.1963,0.1098,2.4348,1.51,102.9966
3802.8371,9.582,82.4318,143.3534,43.564,0.2063,0.111,2.43,1.566,103.0008
3802.9895,9.72,82.1118,144.3109,44.737,0.1781,0.1233,2.424,1.617,103.0051
3803.1419,9.871,81.6328,144.0475,46.663,0.1968,0.0771,2.4758,1.658,103.0093
3803.2943,9.865,81.1758,142.8385,43.788,0.1965,0.0874,2.4631,1.688,103.0135
3803.4467,9.823,80.7718,141.5385,46.314,0.2149,0.0573,2.4989,1.709,103.0178
3803.5991,9.799,80.3608,140.3055,51.987,0.2252,0.0782,2.4651,1.726,103.022
3803.7515,9.7988,79.9147,141.568,57.0102,0.2429,0.0554,2.4879,1.7462,103.0263
3803.9039,9.775,79.5199,141.5519,61.311,0.2808,0.0493,2.483,1.768,103.0305
3804.0563,9.763,79.2669,143.8451,63.867,0.2813,0.0357,2.4999,1.787,103.0347
3804.2087,9.763,79.153,144.0912,66.129,0.2789,0.0395,2.496,1.801,103.039
3804.3611,9.757,79.082,144.7272,64.104,0.2702,0.01,2.6325,1.805,103.0432
3804.5135,9.757,79.017,145.1533,65.141,0.2793,0.01,2.5533,1.797,103.0474
3804.6659,9.757,79.0171,145.8156,58.662,0.3099,0.0208,2.5251,1.769,103.0517
3804.8183,9.745,79.1461,147.2475,63.488,0.317,0.01,2.6166,1.723,103.0559
3804.9707,9.739,79.3661,148.5134,65.439,0.2757,0.0574,2.4785,1.673,103.0601
3805.1231,9.799,79.5741,149.5347,62.218,0.293,0.0511,2.481,1.633,103.0644
3805.2755,9.859,79.7331,148.6415,58.972,0.2692,0.0665,2.469,1.602,103.0686
3805.4279,9.973,79.9171,147.4769,55.792,0.2709,0.0849,2.4451,1.57,103.0728
3805.5803,10.021,80.2062,147.2754,56.14,0.2487,0.0928,2.442,1.536,103.0771
3805.7327,9.877,80.5802,148.2887,54.75,0.2392,0.01,2.5994,1.511,103.0813
3805.8851,9.751,80.9591,147.6179,60.335,0.2624,0.1039,2.4237,1.514,103.0855
3806.0375,9.733,81.2821,147.3702,59.592,0.2459,0.0396,2.5107,1.549,103.0898
3806.1899,9.726,81.471,145.2731,62.774,0.2384,0.0318,2.523,1.598,103.094
3806.3423,9.708,81.3888,142.9646,56.494,0.2304,0.0847,2.4583,1.646,103.0983
3806.4947,9.702,80.9497,139.2684,52.49,0.2725,0.01,2.5915,1.69,103.1025
3806.6471,9.733,80.2376,135.179,42.823,0.2474,0.01,2.6816,1.722,103.1067
3806.7995,9.48,79.4136,130.2555,41.985,0.2262,0.0332,2.5426,1.732,103.111
3806.9519,9.36,78.4544,126.345,39.692,0.258,0.01,2.6496,1.729,103.1152
3807.1043,9.264,77.0601,123.8619,38.592,0.2201,0.0119,2.5863,1.731,103.1194
3807.2567,9.276,74.9739,123.6354,38.915,0.2286,0.01,2.595,1.759,103.1237
3807.4091,9.27,72.41,124.6356,35.373,0.1739,0.01,2.6488,1.816,103.1279
3807.5615,9.239,70.0533,126.2007,30.151,0.1506,0.01,2.7157,1.874,103.1321
3807.7139,9.179,68.5608,128.1246,29.207,0.1423,0.01,2.6891,1.915,103.1364
3807.8663,9.047,68.1092,129.6898,31.868,0.1557,0.01,2.6253,1.902,103.1406
3808.0187,8.945,68.4634,131.6627,31.298,0.1914,0.0601,2.5284,1.858,103.1448
3808.1711,8.933,69.3977,133.4559,40.964,0.1953,0.0817,2.4732,1.707,103.1491
3808.3235,8.957,70.9029,133.3229,40.431,0.2423,0.0911,2.4561,1.418,103.1533
3808.4759,8.951,73.0061,133.1493,42.817,0.2174,0.0772,2.4719,1.24,103.1575
3808.6283,8.987,75.5943,131.244,43.016,0.216,0.0477,2.5178,1.213,103.1618
3808.7807,8.987,78.4182,131.1639,45.842,0.2205,0.0234,2.5489,1.285,103.166
3808.9331,9.005,81.1179,131.0213,39.196,0.2008,0.01,2.6984,1.394,103.1702
3809.0855,8.975,83.2225,131.8123,32.181,0.2436,0.01,2.709,1.476,103.1745
3809.2379,8.915,84.3361,132.6575,34.741,0.2417,0.01,2.8166,1.514,103.1787
3809.3903,8.885,84.4799,133.9652,32.475,0.2422,0.01,2.8379,1.511,103.183
3809.5427,8.897,84.196,137.0801,25.392,0.2515,0.01,2.7922,1.464,103.1872
3809.6951,8.849,84.1171,140.006,27.729,0.245,0.1406,2.4095,1.386,103.1914
3809.8475,8.873,84.3891,142.5989,25.5,0.2381,0.054,2.5514,1.313,103.1957
3809.9999,8.903,84.653,145.0457,30.146,0.2313,0.129,2.4215,1.268,103.1999
3810.1523,8.867,84.5879,146.8645,32.705,0.2362,0.1353,2.4051,1.245,103.2041
3810.3047,8.873,84.2999,148.2809,37.282,0.2053,0.1321,2.406,1.231,103.2084
3810.4571,8.879,84.152,148.0827,37.253,0.2371,0.1387,2.3881,1.214,103.2126
3810.6095,8.867,84.259,147.3144,40.249,0.2078,0.1291,2.4089,1.186,103.2168
3810.7619,8.855,84.2968,145.6468,39.956,0.2338,0.0938,2.4518,1.153,103.2211
3810.9143,8.867,83.8616,145.0376,36.545,0.2272,0.1193,2.4201,1.127,103.2253
3811.0667,8.789,82.9115,144.0065,38.839,0.209,0.01,2.6421,1.12,103.2295
3811.2191,8.771,81.7836,142.8035,36.821,0.2024,0.01,2.6241,1.122,103.2338
3811.3715,8.771,80.9078,141.3576,35.308,0.2001,0.1005,2.4527,1.121,103.238
3811.5239,8.74,80.5641,140.3126,38.773,0.2154,0.1226,2.4151,1.114,103.2422
3811.6763,8.74,80.8223,139.1346,41.148,0.2097,0.1148,2.427,1.099,103.2465
3811.8287,8.873,81.5374,140.6365,42.967,0.2542,0.1523,2.3652,1.05,103.2507
3811.9811,8.867,82.4444,141.8236,44.105,0.2285,0.1432,2.3849,0.976,103.255
3812.1335,8.789,83.3123,143.4313,37.75,0.2059,0.0868,2.4677,0.927,103.2592
3812.2859,8.777,84.0583,144.1702,37.611,0.2161,0.1032,2.4421,0.929,103.2634
3812.4383,8.813,84.6732,144.6679,39.128,0.2279,0.0894,2.4599,0.973,103.2677
3812.5907,8.807,85.056,144.468,37.609,0.2662,0.0785,2.4809,1.018,103.2719
3812.7431,8.807,85.0268,144.5521,36.328,0.2062,0.1229,2.4182,1.039,103.2761
3812.8955,8.849,84.5267,144.7869,40.773,0.2244,0.128,2.406,1.062,103.2804
3813.0479,9.053,83.7787,144.5232,32.07,0.1902,0.1188,2.4309,1.105,103.2846
3813.2003,9.053,83.1559,145.0696,34.175,0.2039,0.1338,2.4051,1.132,103.2888
3813.3527,9.107,82.884,144.0307,36.797,0.2212,0.1163,2.4229,1.115,103.2931
3813.5051,9.107,82.853,143.156,35.475,0.2278,0.0722,2.4957,1.092,103.2973
3813.6575,9.246,82.7699,143.2254,32.606,0.2865,0.0158,2.5916,1.087,103.3015
3813.8099,9.3,82.4638,144.2735,29.3,0.2538,0.0251,2.585,1.1,103.3058
3813.9623,9.516,81.9768,145.7027,32.084,0.326,0.01,2.6946,1.138,103.31
3814.1147,9.57,81.4147,147.4636,33.047,0.2741,0.0681,2.5077,1.21,103.3142
3814.2671,9.636,80.8367,149.0125,36.338,0.2975,0.0242,2.5688,1.307,103.3185
3814.4195,9.714,80.2638,150.3132,45.666,0.2867,0.01,2.6915,1.409,103.3227
3814.5719,9.702,79.7549,150.7648,52.527,0.3161,0.01,2.5625,1.515,103.327
3814.7243,9.69,79.5101,150.2254,53.998,0.3675,0.01,2.7622,1.621,103.3312
3814.8767,9.6239,79.7205,151.3862,51.0525,0.3544,0.01,2.8373,1.692,103.3354
3815.0291,9.612,80.2572,151.8457,52.615,0.321,0.01,2.6348,1.696,103.3397
3815.1815,9.624,80.764,153.5811,59.005,0.4124,0.01,2.8282,1.648,103.3439
3815.3339,9.624,80.8037,151.2754,61.003,0.4016,0.01,2.7862,1.595,103.3481
3815.4863,9.588,80.1515,149.7815,48.527,0.3714,0.01,2.7462,1.572,103.3524
3815.6387,9.696,79.0546,148.5619,40.968,0.3554,0.01,2.8506,1.591,103.3566
3815.7911,9.726,78.0347,148.3038,32.799,0.4346,0.01,2.8669,1.648,103.3608
3815.9435,9.739,77.3729,147.6474,32.234,0.3697,0.01,3.0194,1.713,103.3651
3816.0959,9.69,77.039,146.0744,39.811,0.3659,0.01,2.777,1.741,103.3693
3816.2483,9.684,76.9361,144.5656,41.476,0.4234,0.01,2.7113,1.711,103.3735
3816.4007,9.57,77.0582,143.5441,46.778,0.2939,0.01,2.8923,1.634,103.3778
3816.5531,9.54,77.6035,143.7689,43.399,0.329,0.0355,2.5394,1.539,103.382
3816.7055,9.54,78.7637,143.5448,42.686,0.3661,0.0687,2.4892,1.469,103.3862
3816.8579,9.534,80.3196,142.9738,39.566,0.3112,0.01,2.6962,1.469,103.3905
3817.0103,9.576,81.6792,142.474,37.746,0.2943,0.01,2.7149,1.543,103.3947
3817.1627,9.552,82.2157,142.4852,35.405,0.3213,0.01,2.6034,1.618,103.399
3817.3151,9.54,81.6084,142.9649,37.84,0.3293,0.01,2.7444,1.603,103.4032
3817.4675,9.672,80.1533,142.6226,36.524,0.3249,0.0334,2.5597,1.536,103.4074
3817.6199,9.702,78.6155,141.4774,34.316,0.2821,0.0261,2.5759,1.505,103.4117
3817.7723,9.666,77.5547,140.0118,28.559,0.3202,0.01,2.6365,1.506,103.4159
3817.9247,9.714,76.9738,139.4732,34.378,0.2769,0.0386,2.5567,1.487,103.4201
3818.0771,9.751,76.6179,139.9454,37.964,0.294,0.1018,2.4504,1.433,103.4244
3818.2295,9.739,76.4591,140.9337,40.051,0.3081,0.0491,2.5297,1.38,103.4286
3818.3819,9.708,76.7804,142.7468,50.49,0.2678,0.01,2.5928,1.351,103.4328
3818.5343,9.733,77.7576,144.8399,52.999,0.2349,0.0291,2.5372,1.343,103.4371
3818.6867,9.726,79.0985,147.3134,46.92,0.2674,0.0217,2.5609,1.342,103.4413
3818.8391,9.793,80.2613,148.3741,49.898,0.2528,0.01,2.6925,1.353,103.4455
3818.9915,9.829,80.9572,148.5404,48.826,0.2909,0.01,2.6073,1.396,103.4498
3819.1439,9.865,81.3412,149.577,54.404,0.3331,0.0422,2.5164,1.487,103.454
3819.2963,9.883,81.7503,152.139,51.573,0.3119,0.01,2.6216,1.63,103.4582
3819.4487,9.937,82.3473,154.7429,62.676,0.3545,0.0391,2.5075,1.805,103.4625
3819.6011,10.069,83.1064,157.1615,58.972,0.3524,0.0459,2.504,1.977,103.4667
3819.7535,10.153,83.9924,158.5776,67.431,0.3281,0.0255,2.5219,2.113,103.471
3819.9059,10.021,85.0145,157.5202,77.07,0.3332,0.01,2.5011,2.188,103.4752
3820.0583,10.021,86.1134,155.3226,79.528,0.3876,0.01,2.5189,2.189,103.4794
3820.2107,9.336,87.0742,151.5092,64.071,0.3243,0.01,2.6515,2.127,103.4837
3820.3631,9.354,87.6049,149.2219,56.472,0.3558,0.01,2.5813,2.035,103.4879
3820.5155,9.288,87.4716,146.1507,52.394,0.3641,0.01,2.6238,1.96,103.4921
3820.6679,9.3,86.6144,142.701,48.885,0.2741,0.01,2.6808,1.931,103.4964
3820.8203,9.324,85.1742,137.2162,45.6,0.2822,0.01,2.677,1.941,103.5006
3820.9727,9.324,83.4583,132.4627,38.749,0.2618,0.01,2.6431,1.988,103.5048
3821.1251,9.2999,81.8394,128.9389,30.4525,0.1899,0.01,2.627,2.1244,103.5091
3821.2775,9.252,80.5275,125.9469,32.388,0.2012,0.0113,2.6051,2.42,103.5133
3821.4299,9.041,79.4295,125.6698,28.997,0.1968,0.1637,2.349,2.955,103.5175
3821.5823,9.035,78.3445,125.1968,28.324,0.1998,0.171,2.3341,3.893,103.5218
3821.7347,8.969,77.2356,124.7789,26.696,0.2324,0.1634,2.342,5.477,103.526
3821.8871,8.476,76.2417,121.7616,24.167,0.1402,0.0942,2.4884,7.781,103.5302
3822.0395,8.47,75.4808,120.6413,25.465,0.1556,0.0937,2.487,10.15,103.5345
3822.1919,8.452,74.9388,121.4756,23.378,0.1564,0.0908,2.495,11.228,103.5387
3822.3443,8.404,74.558,123.0673,25.048,0.1568,0.0795,2.5099,11.012,103.543
3822.4967,8.41,74.4482,123.7779,22.86,0.1488,0.0729,2.5239,10.385,103.5472
3822.6491,8.386,74.8615,126.151,25.277,0.1888,0.1053,2.4493,9.487,103.5514
3822.8015,8.338,75.8776,126.2128,28.733,0.1741,0.1277,2.4032,8.714,103.5557
3822.9539,8.29,77.2416,125.7709,27.962,0.206,0.154,2.3532,8.668,103.5599
3823.1063,8.314,78.5705,122.6518,26.494,0.1991,0.1361,2.3889,9.564,103.5641
3823.2587,8.284,79.6433,122.2039,29.229,0.2255,0.108,2.4358,11.144,103.5684
3823.4111,8.32,80.4112,121.9917,28.279,0.1757,0.1153,2.4231,12.443,103.5726
3823.5635,8.29,80.7789,123.8834,30.185,0.1697,0.1408,2.3822,12.468,103.5768
